Symbol,Name,Sector,Industry,Exchange,ETF,Winners 1,Winners 1 First Seen,Winners 5,Winners 5 First Seen,Winners 10,Winners 10 First Seen,Winners 30,Winners 30 First Seen,Winners 50,Winners 50 First Seen,Winners 70,Winners 70 First Seen,Winners 100,Winners 100 First Seen,Loosers 1,Loosers 1 First Seen,Loosers 5,Loosers 5 First Seen,Loosers 10,Loosers 10 First Seen,Loosers 30,Loosers 30 First Seen,Loosers 50,Loosers 50 First Seen,Loosers 70,Loosers 70 First Seen,Loosers 100,Loosers 100 First Seen,Random 1,Random 1 First Seen,Random 5,Random 5 First Seen,Random 10,Random 10 First Seen,Random 30,Random 30 First Seen,Random 50,Random 50 First Seen,Random 70,Random 70 First Seen,Random 100,Random 100 First Seen,Random 120,Random 120 First Seen,Screener,Screener Max,Screener First Seen,Screener First Seen Close,Financials Market Cap,Financials Total Cash,Financials Total Debt,Financials Quick Ratio,Financials Current Ratio,Financials Total Revenue,Financials Debt To Equity,Financials Return On Assets,Financials Return On Equity,Financials Free Cashflow,Financials Operating Cashflow
KSTBF,Kestrel Gold Inc.,Basic Materials,Gold,PNK,XLB,1,2025-07-03 06:37:17.891046,0,,0,,0,,0,,0,,0,,3,2025-07-01 06:40:27.663335,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 1,Loosers 1",Loosers 1,2025-07-01 06:40:27.663335,0.0342000015079975,5331800,76139,0,1.688,1.688,,,-0.13346,-0.25368,66872,-92382
KTB,"Kontoor Brands, Inc.",Consumer Cyclical,Apparel Manufacturing,NYQ,XLY,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,108,2024-05-02 06:21:45.898393,219,2024-05-18 17:37:21.506368,0,,"Random 70,Random 100",Random 100,2024-05-02 06:21:45.898393,62.13999938964844,3756815872,107482000,1528210048,0.754,2.177,2650638080,306.656,0.11361,0.58065,132879248,318867008
KTCC,Key Tronic Corporation,Technology,Computer Hardware,NGM,XLK,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,29,2024-10-23 21:36:03.222625,0,,0,,0,,0,,0,,Random 10,Random 10,2024-10-23 21:36:03.222625,5.900000095367432,30025700,3473000,110966000,1.442,2.725,483940992,90.094,0.0053100004,-0.0511,37963500,17813000
KTEL,"KonaTel, Inc.",Communication Services,Telecom Services,OQB,XLC,0,,0,,0,,0,,0,,0,,0,,4,2024-11-15 19:25:10.357297,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 1,Loosers 1,2024-11-15 19:25:10.357297,0.2419999986886978,12714030,2098383,308330,1.045,1.192,12036129,16.819,-0.43983,-1.25828,677045,-1936514
KTOS,"Kratos Defense & Security Solutions, Inc.",Industrials,Aerospace & Defense,NMS,XLI,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,138,2024-05-21 06:22:01.917307,51,2025-01-14 06:33:25.120796,23,2025-07-15 16:00:58.353995,0,,0,,"Random 30,Random 50,Random 70",Random 30,2024-05-21 06:22:01.917307,21.63999938964844,10782561280,783600000,289300000,3.667,4.432,1213100032,14.76,0.00658,0.00882,-32712500,10800000
KTTA,Pasithea Therapeutics Corp.,Healthcare,Biotechnology,NCM,XLV,0,,0,,2,2024-09-19 06:29:48.958042,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 10,Winners 10,2024-09-19 06:29:48.958042,5.800000190734863,5076521,5341278,0,3.349,3.84,,,-0.46835998,-0.82812,-7945696,-12658110
KULR,"KULR Technology Group, Inc.",Technology,Electronic Components,ASE,XLK,0,,0,,0,,0,,0,,0,,0,,1,2024-02-08 06:17:57.624939,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 1,Loosers 1,2024-02-08 06:17:57.624939,0.1299999952316284,198257488,24449296,1199150,8.244,9.191,11436983,1.337,-0.23811,-0.67892,-14982798,-23206220
KURA,"Kura Oncology, Inc.",Healthcare,Biotechnology,NMS,XLV,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2024-11-22 06:32:57.767318,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 30,Loosers 30,2024-11-22 06:32:57.767318,10.0600004196167,480856480,658190976,19354000,7.934,8.068,67991000,5.311,-0.19597,-0.41838002,-95008752,111234000
KVGOF,Kavango Resources Plc,Basic Materials,Other Industrial Metals & Mining,PNK,XLB,1,2024-06-04 20:11:17.091396,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,30,2024-10-25 06:33:33.277726,0,,0,,0,,0,,0,,0,,0,,"Winners 1,Random 1",Random 1,2024-06-04 20:11:17.091396,0.0217000003904104,43774588,1523000,4763000,0.607,0.73,445000,35.193,-0.27868,-0.54328996,-8225375,-5771000
KVYO,"Klaviyo, Inc.",Technology,Software - Infrastructure,NYQ,XLK,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2024-11-08 06:31:42.638874,0,,0,,0,,0,,0,,0,,40,2024-11-07 06:32:07.150362,0,,0,,0,,"Loosers 50,Random 50",Random 50,2024-11-07 06:32:07.150362,40.36000061035156,9704481792,935516032,99187000,4.641,4.953,1078201984,9.044,-0.05054,-0.06424,186320368,168960000
KWE,DEFSEC Technologies Inc.,Industrials,Aerospace & Defense,NCM,XLI,1,2025-02-19 06:30:45.937716,3,2024-10-23 21:31:40.755685,0,,1,2025-06-27 06:37:10.932083,0,,0,,0,,1,2024-05-16 06:18:08.637359,1,2024-10-25 06:31:38.684844,1,2025-06-24 09:16:29.431047,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 1,Winners 5,Winners 30,Loosers 1,Loosers 5,Loosers 10",Winners 5,2024-05-16 06:18:08.637359,0.4000000059604645,6015490,4408844,179464,3.513,4.127,3041216,2.646,-0.69147,-2.24543,-7254046,-8933566
KYMR,"Kymera Therapeutics, Inc.",Healthcare,Biotechnology,NGM,XLV,0,,0,,0,,0,,2,2024-07-09 20:11:19.708991,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,212,2024-07-10 06:28:56.824389,5,2024-09-25 06:34:09.412066,0,,0,,"Winners 50,Random 50,Random 70",Random 50,2024-07-09 20:11:19.708991,39.43999862670898,2849785344,463150016,86330000,8.191,8.492,58885000,10.98,-0.19466999,-0.32173002,-136320880,-234060000
KYTX,"Kyverna Therapeutics, Inc.",Healthcare,Biotechnology,NMS,XLV,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,2024-06-14 17:29:44.039312,1,2024-06-14 13:36:35.754323,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Loosers 10,Loosers 30",Loosers 10,2024-06-14 13:36:35.754323,11.5,140029232,242648992,6938000,7.289,7.439,,3.097,-0.31076,-0.49716,-80191128,-133640000
KZR,"Kezar Life Sciences, Inc.",Healthcare,Biotechnology,NCM,XLV,1,2024-10-01 06:31:45.891819,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 1,Winners 1,2024-10-01 06:31:45.891819,0.7699999809265137,29259730,114361000,14110000,6.871,7.093,,13.69,-0.32004002,-0.57779,-42950624,-68540000
LAAOF,Li Auto Inc.,Consumer Cyclical,Auto Manufacturers,PNK,XLY,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,2024-07-01 20:11:25.613296,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 10,Loosers 10,2024-07-01 20:11:25.613296,9.489999771118164,27208683520,110678458368,16355871744,1.641,1.87,144753098752,22.614,0.031600002,0.120799996,2200474112,17574578176
LAES,SEALSQ Corp,Technology,Semiconductors,NCM,XLK,2,2024-11-19 06:32:29.416738,10,2024-12-11 20:05:31.922632,0,,0,,0,,0,,0,,0,,5,2024-01-14 18:52:00.647444,2,2025-01-09 06:32:25.596956,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 1,Winners 5,Loosers 5,Loosers 10",Winners 5,2024-01-14 18:52:00.647444,2.259999990463257,375821760,84629000,8876000,5.733,5.997,10981000,11.399,-0.17122,-0.51151,-3315875,-11205000
LAKE,"Lakeland Industries, Inc.",Consumer Cyclical,Apparel Manufacturing,NGM,XLY,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,51,2024-08-14 13:04:00.307116,0,,0,,0,,0,,Random 30,Random 30,2024-08-14 13:04:00.307116,23.0,134441296,18618000,40214000,1.442,3.88,177648000,28.047,0.0061799996,-0.1761,-21461376,-21015000
LASE,Laser Photonics Corporation,Industrials,Specialty Industrial Machinery,NCM,XLI,0,,4,2024-08-12 20:10:29.535256,3,2024-09-11 06:29:06.772720,1,2024-09-24 06:30:48.283427,0,,0,,0,,0,,1,2024-10-08 06:32:40.659127,4,2024-09-12 06:31:42.144570,2,2024-09-25 06:32:28.241404,0,,0,,0,,0,,52,2024-08-13 06:29:27.059694,59,2024-09-05 20:02:38.870668,9,2024-09-23 06:36:15.510084,0,,0,,0,,0,,"Winners 5,Winners 10,Winners 30,Loosers 5,Loosers 10,Loosers 30,Random 5,Random 10,Random 30",Random 10,2024-08-12 20:10:29.535256,4.340000152587891,34833928,179091,5612771,0.353,0.82,4962487,81.966,-0.28136,-0.38876998,-2031681,-2984763
LASR,"nLIGHT, Inc.",Technology,Semiconductors,NMS,XLK,0,,0,,0,,3,2024-10-29 06:31:37.301630,0,,0,,0,,0,,0,,0,,1,2024-11-11 06:31:24.900856,0,,0,,0,,0,,0,,0,,35,2024-10-29 06:36:05.921985,0,,0,,0,,0,,"Winners 30,Loosers 30,Random 30",Random 30,2024-10-29 06:31:37.301630,13.229999542236328,1292842880,113700000,31997000,3.997,5.634,216912992,14.813,-0.10130999,-0.20627001,-3838875,-10909000
LAUR,"Laureate Education, Inc.",Consumer Defensive,Education & Training Services,NMS,XLP,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,39,2024-11-27 06:35:05.956004,0,,0,,0,,0,,Random 30,Random 30,2024-11-27 06:35:05.956004,19.1299991607666,3688496128,135348000,448976992,0.658,0.747,1552343040,42.648,0.11482,0.26015,287325760,291180992
LAZR,"Luminar Technologies, Inc.",Consumer Cyclical,Auto Parts,NMS,XLY,0,,0,,4,2025-01-16 06:29:24.083720,0,,0,,0,,0,,0,,0,,1,2025-03-25 06:35:43.233004,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 10,Loosers 10",Winners 10,2025-01-16 06:29:24.083720,7.46999979019165,176043312,138184992,518273984,2.434,2.835,73313000,,-0.57572,,-88843128,-239630000
LB,LandBridge Company LLC,Energy,Oil & Gas Equipment & Services,NYQ,XLE,0,,0,,0,,6,2024-06-29 13:02:49.004190,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 30,Winners 30,2024-06-29 13:02:49.004190,23.149999618530277,3946943744,20345000,371043008,3.95,4.26,156470000,54.17,0.05258,0.08015,52793752,87623000
LBCMF,Copper Giant Resources Corp.,Basic Materials,Other Precious Metals & Mining,OQB,XLB,0,,0,,0,,0,,0,,0,,0,,1,2024-01-20 06:17:15.007776,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 1,Loosers 1,2024-01-20 06:17:15.007776,0.1599999964237213,15377630,2734081,114823,2.719,2.854,,3.62,-0.86847,-2.0153,-3060271,-7020507
LBGJ,Li Bang International Corporation Inc.,Industrials,Specialty Industrial Machinery,NCM,XLI,0,,1,2025-02-28 06:30:55.583811,0,,0,,0,,0,,0,,0,,1,2025-03-06 06:33:55.011827,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 5,Loosers 5",Winners 5,2025-02-28 06:30:55.583811,1.950000047683716,23247520,1094269,10661301,1.167,1.855,11781015,138.593,-0.02991,-0.17452,-4754181,-216219
LBRDA,Liberty Broadband Corporation,Communication Services,Telecom Services,NMS,XLC,0,,0,,0,,0,,0,,0,,1,2024-09-25 06:31:40.109123,0,,0,,0,,0,,0,,0,,1,2025-07-28 06:46:34.705133,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 100,Loosers 100",Winners 100,2024-09-25 06:31:40.109123,76.87000274658203,8374052352,180000000,3339000064,0.518,0.603,1052000000,32.063,0.00488,0.10963,96500000,194000000
LBRDK,Liberty Broadband Corporation,Communication Services,Telecom Services,NMS,XLC,0,,0,,0,,0,,0,,0,,1,2024-09-25 06:31:40.109123,0,,0,,0,,0,,0,,0,,1,2025-07-28 06:46:34.705133,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 100,Loosers 100",Winners 100,2024-09-25 06:31:40.109123,76.86000061035156,8374036480,180000000,3339000064,0.518,0.603,1052000000,32.063,0.00488,0.10963,96500000,194000000
LBRT,Liberty Energy Inc.,Energy,Oil & Gas Equipment & Services,NYQ,XLE,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,164,2024-04-19 06:20:26.192930,0,,0,,0,,0,,Random 30,Random 30,2024-04-19 06:20:26.192930,22.100000381469727,1789613824,19563000,516884000,0.79,1.161,4102134016,25.4,0.03779,0.10918,117682000,784494016
LC,LendingClub Corporation,Financial Services,Banks - Regional,NYQ,XLF,0,,0,,0,,1,2025-07-31 06:40:52.874851,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 30,Winners 30,2025-07-31 06:40:52.874851,15.890000343322754,1719952512,752561984,22389000,4.95,5.984,1248525952,1.592,0.00607,0.054959998,-621227136,-1907550976
LCFY,Locafy Limited,Communication Services,Internet Content & Information,NCM,XLC,0,,1,2024-07-16 19:03:54.956323,6,2024-07-12 06:27:46.533773,0,,0,,0,,0,,0,,6,2024-07-15 20:10:23.824922,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 5,Winners 10,Loosers 5",Winners 10,2024-07-12 06:27:46.533773,6.099999904632568,6468602,409379,572945,0.809,0.924,3848612,13.955,-0.18381001,-0.53973997,-2466512,-697811
LCID,"Lucid Group, Inc.",Consumer Cyclical,Auto Manufacturers,NMS,XLY,0,,1,2025-07-18 06:39:07.525140,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 5,Winners 5,2025-07-18 06:39:07.525140,3.609999895095825,6544403968,2825859072,2740926976,1.939,2.576,928990976,64.158,-0.21927999,-0.54395,-2090154112,-2254796032
LCUT,"Lifetime Brands, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",NMS,XLY,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,46,2024-06-13 20:35:35.013386,0,,0,,0,,0,,0,,Random 10,Random 10,2024-06-13 20:35:35.013386,9.729999542236328,89207720,10375000,243012992,0.935,2.743,680795008,107.682,0.029660001,-0.058330003,22833750,24767000
LDI,"loanDepot, Inc.",Financial Services,Mortgage Finance,NYQ,XLF,0,,2,2024-03-21 06:17:55.424355,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 5,Winners 5,2024-03-21 06:17:55.424355,2.5199999809265137,570746048,564534976,5411123200,1.237,3.374,1053336000,1232.462,-0.02152,-0.2569,,
LDXHF,Lumos Diagnostics Holdings Limited,Healthcare,Medical Devices,PNK,XLV,6,2024-12-09 21:35:48.372692,0,,0,,0,,0,,0,,0,,7,2025-02-10 19:04:14.194082,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 1,Loosers 1",Loosers 1,2024-12-09 21:35:48.372692,0.0274999998509883,48653992,5532000,7807000,0.901,1.104,14671000,79.745,-0.13863,-0.52406,957875,-529000
LEG,"Leggett & Platt, Incorporated",Consumer Cyclical,"Furnishings, Fixtures & Appliances",NYQ,XLY,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2024-05-02 06:21:06.877493,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 30,Loosers 30,2024-05-02 06:21:06.877493,13.25,1164018688,368800000,1955600000,1.179,2.172,4238200064,228.511,0.041199997,0.1866,245224992,308600000
LEJUY,Leju Holdings Limited,Real Estate,Real Estate Services,PNK,XLRE,9,2024-05-04 06:18:22.485366,0,,0,,0,,0,,0,,0,,2,2024-04-15 19:07:46.665275,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 1,Loosers 1",Winners 1,2024-04-15 19:07:46.665275,0.190200001001358,30325,48204096,11006120,0.727,0.839,316854432,,-0.23068,-2.15904,-80839856,-73649712
LENZ,"LENZ Therapeutics, Inc.",Healthcare,Biotechnology,NMS,XLV,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,2024-05-23 19:47:03.031703,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 30,Loosers 30,2024-05-23 19:47:03.031703,15.4399995803833,989146432,209519008,1051000,20.275,20.543,5000000,0.509,-0.18441,-0.26246,-28960750,-47216000
LEU,Centrus Energy Corp.,Energy,Uranium,ASE,XLE,0,,0,,0,,0,,0,,0,,3,2024-10-21 06:33:08.243518,0,,0,,0,,0,,0,,0,,2,2024-11-04 19:31:47.244262,0,,0,,0,,0,,0,,3,2024-11-15 19:52:11.395319,0,,0,,"Winners 100,Loosers 100,Random 70",Winners 100,2024-10-21 06:33:08.243518,98.58999633789062,4063070464,833000000,429800000,1.792,2.594,436900000,119.688,0.05572,0.48106,118937504,114000000
LEVI,Levi Strauss & Co.,Consumer Cyclical,Apparel Manufacturing,NYQ,XLY,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,2024-06-27 13:36:25.009636,0,,0,,0,,0,,0,,0,,14,2024-09-16 06:34:01.631492,0,,0,,0,,0,,"Loosers 30,Random 30",Random 30,2024-06-27 13:36:25.009636,19.190000534057617,7917037056,736700032,2245100032,0.684,1.479,6489099776,107.421,0.0749,0.20926,424587488,587600000
LEXTF,Lexston Mining Corporation,Basic Materials,Other Industrial Metals & Mining,OQB,XLB,13,2024-02-15 06:17:32.201127,0,,0,,0,,0,,0,,0,,5,2024-04-19 06:19:56.414117,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 1,Loosers 1",Winners 1,2024-02-15 06:17:32.201127,0.088699996471405,911358,63581,60000,0.478,2.44,,11.705,-1.3924899,-2.74495,-726854,-1335372
LEXX,Lexaria Bioscience Corp.,Healthcare,Biotechnology,NCM,XLV,0,,4,2024-03-07 22:34:19.011845,5,2024-03-08 06:17:00.494879,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,402,2024-03-08 06:17:19.215269,15,2024-03-08 06:17:19.215269,0,,0,,0,,0,,0,,"Winners 5,Winners 10,Random 5,Random 10",Random 5,2024-03-07 22:34:19.011845,5.0,16527525,4625301,116586,3.349,3.902,615923,2.257,-0.84739,-1.52891,-5574405,-9699548
LFCR,"Lifecore Biomedical, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,NMS,XLV,0,,0,,4,2024-04-03 21:48:59.476350,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 10,Winners 10,2024-04-03 21:48:59.476350,6.150000095367432,268063168,8265000,130823000,1.456,2.839,128867000,275.806,-0.03042,-0.76414,-28833624,-206000
LFMD,"LifeMD, Inc.",Healthcare,Health Information Services,NGM,XLV,0,,0,,4,2024-02-15 06:17:29.014399,1,2025-08-05 08:13:22.493757,0,,0,,0,,0,,0,,7,2024-05-10 06:19:45.330471,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 10,Winners 30,Loosers 10",Loosers 10,2024-02-15 06:17:29.014399,6.670000076293945,323386688,36228304,22052928,0.686,0.772,245563664,5767.281,-0.01849,,8172108,19479102
LFST,"LifeStance Health Group, Inc.",Healthcare,Medical Care Facilities,NMS,XLV,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,2024-05-22 19:34:37.084625,0,,0,,0,,0,,0,,0,,5,2024-03-01 06:18:23.294577,0,,0,,0,,0,,0,,"Loosers 10,Random 10",Loosers 10,2024-03-01 06:18:23.294577,8.350000381469727,1700266368,189418000,474247008,1.316,1.481,1316482944,32.176,0.00039,-0.01112,121321752,146342000
LFSWF,Lifeist Wellness Inc.,Consumer Defensive,Packaged Foods,OQB,XLP,3,2025-03-04 06:31:11.957149,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 1,Winners 1,2025-03-04 06:31:11.957149,0.0260000005364418,2689877,1067930,0,2.362,2.832,365264,,-0.39325002,-5.68551,-6350980,-3715451
LFVN,LifeVantage Corporation,Consumer Defensive,Packaged Foods,NCM,XLP,0,,0,,0,,2,2025-01-09 06:30:18.630356,0,,0,,0,,0,,0,,0,,1,2025-02-07 06:33:31.964766,0,,0,,0,,0,,0,,259,2024-02-07 06:17:10.860879,202,2024-09-16 06:34:01.631492,0,,0,,0,,0,,"Winners 30,Loosers 30,Random 10,Random 30",Random 10,2024-02-07 06:17:10.860879,6.050000190734863,167423056,22469000,12358000,0.789,1.661,222347008,36.335,0.11694,0.30111998,14721625,13426000
LFWD,Lifeward Ltd.,Healthcare,Medical Devices,NCM,XLV,0,,2,2024-08-15 20:10:27.254305,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 5,Winners 5,2024-08-15 20:10:27.254305,4.070000171661377,10447300,5728000,619000,1.201,2.185,25414000,3.354,-0.27525,-0.93108004,-9869375,-19538000
LGCB,Linkage Global Inc,Consumer Cyclical,Internet Retail,NCM,XLY,0,,29,2024-03-26 10:31:37.677117,0,,0,,0,,0,,0,,1,2024-09-23 06:33:30.625680,0,,0,,0,,0,,0,,0,,0,,154,2024-03-26 10:31:52.707407,11,2024-07-17 20:11:34.412974,0,,0,,0,,0,,0,,"Winners 5,Loosers 1,Random 5,Random 10",Random 5,2024-03-26 10:31:37.677117,2.740000009536743,20017316,517052,9400478,0.663,1.643,8993265,135.424,-0.00588,-0.32166,-9130236,436762
LGCFF,Lavras Gold Corp.,Basic Materials,Gold,OQX,XLB,5,2024-03-06 19:48:31.028127,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 1,Winners 1,2024-03-06 19:48:31.028127,0.7756999731063843,92433512,13317368,160501,9.165,9.303,,0.422,-0.07788,-0.12295,-8351482,-2236503
LGCL,Lucas GC Limited,Technology,Software - Application,NCM,XLK,0,,2,2024-08-15 20:10:27.254305,0,,0,,0,,0,,0,,2,2024-11-26 20:49:24.076234,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 5,Loosers 1",Winners 5,2024-08-15 20:10:27.254305,2.2300000190734863,59045392,33183000,68027000,0.685,1.915,1063409024,25.615,0.05037,0.17346,-34762652,20186000
LGCXF,Lahontan Gold Corp.,Basic Materials,Other Precious Metals & Mining,OQB,XLB,5,2023-12-28 06:17:41.947104,0,,0,,0,,0,,0,,0,,1,2024-02-13 06:19:02.949185,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 1,Loosers 1",Winners 1,2023-12-28 06:17:41.947104,0.050000000745058,21654602,105960,0,0.599,0.752,,,-0.04374,-0.07879,-2172296,-1190748
LGFRY,Longfor Group Holdings Limited,Real Estate,Real Estate - Development,PNK,XLRE,0,,0,,0,,1,2024-10-03 06:30:35.976530,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Winners 30,Winners 30,2024-10-03 06:30:35.976530,24.399999618530277,8819534848,47951572992,190640177152,0.644,1.64,127474950144,77.661,0.010720001,0.05032,13951376384,29745620992
LGHL,Lion Group Holding Ltd.,Financial Services,Capital Markets,NCM,XLF,0,,0,,0,,0,,0,,0,,0,,0,,1,2024-02-22 06:17:45.713301,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 5,Loosers 5,2024-02-22 06:17:45.713301,1.1699999570846558,1233508,16936624,4747942,0.647,0.67,-5688013,65.971,-0.49688,-1.54765,,-19111240
LGIQ,"Logiq, Inc.",Technology,Software - Application,PNK,XLK,6,2024-11-08 06:30:02.078710,0,,0,,0,,0,,0,,0,,5,2024-01-10 06:18:39.760653,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 1,Loosers 1",Winners 1,2024-01-10 06:18:39.760653,0.0529999993741512,2794480,1006,10000,0.66,0.66,-11663762,,0.21718,0.70444,-2192410,-244079
LGMK,"LogicMark, Inc.",Healthcare,Health Information Services,PNK,XLV,2,2024-08-20 06:29:12.672873,0,,0,,0,,0,,0,,0,,5,2024-11-15 19:07:23.119768,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 1,Loosers 1",Loosers 1,2024-08-20 06:29:12.672873,0.2249999940395355,2305220,14989227,32922,6.983,7.561,9882728,0.143,-0.25116,-0.51792,-2943620,-4815275
LGVN,Longeveron Inc.,Healthcare,Biotechnology,NCM,XLV,0,,2,2024-04-15 19:07:35.361389,0,,0,,0,,0,,0,,0,,1,2024-04-18 06:19:49.108156,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,"Winners 5,Loosers 5",Winners 5,2024-04-15 19:07:35.361389,1.690000057220459,10174805,14327000,1295000,5.27,5.608,2225000,7.547,-0.72078,-1.67592,-10686125,-15479000
LI,Li Auto Inc.,Consumer Cyclical,Auto Manufacturers,NMS,XLY,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,2024-08-28 20:14:11.430549,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 30,Loosers 30,2024-08-28 20:14:11.430549,17.799999237060547,24913455104,110678458368,16355871744,1.641,1.87,144753098752,22.614,0.031600002,0.120799996,2200474112,17574578176
LIANY,LianBio,Healthcare,Biotechnology,PNK,XLV,0,,0,,0,,0,,0,,0,,0,,2,2025-07-15 15:57:20.053177,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Loosers 1,Loosers 1,2025-07-15 15:57:20.053177,0.0595999993383884,5456300,252222000,2843000,9.913,10.06,,1.204,-0.21666999,-0.32423002,-36857376,-83527000
LICN,Lichen International Limited,Industrials,Specialty Business Services,NCM,XLI,4,2024-04-24 18:29:53.764339,1,2024-04-24 20:11:42.470280,3,2025-05-14 06:34:48.421551,0,,0,,0,,0,,7,2024-04-24 06:22:44.303461,1,2024-05-01 07:11:09.647357,1,2025-03-04 06:35:08.575002,0,,0,,0,,0,,0,,154,2024-07-18 06:28:44.985196,15,2025-03-05 06:37:37.017882,0,,0,,0,,0,,0,,"Winners 1,Winners 5,Winners 10,Loosers 1,Loosers 5,Loosers 10,Random 5,Random 10",Random 5,2024-04-24 06:22:44.303461,0.5600000023841858,2924646,26712000,927000,7.917,7.965,41477000,1.227,-0.039130002,-0.08935001,3954325,-5572000
